Номенклатура;Артикул;Наименование;НаименованиеПолное;БазоваяЕдиницаИзмерения;ВидНоменклатуры;ДополнительноеОписание;Актуальность;АктуальностьЦифра;Изображение;ИзображениеОборота;Количество;10.МДК;11.Розн.3;01.Базовая цена;01.Базовая ценаПЛЮС100;Вид номенклатуры;Вид номенклатуры (НОВЫЙ);Дата первого прихода;Код цены;Кол-во в упак.;Конструктив;Материал изг.;Отделка;Подвид;Подвид (НОВЫЙ);Послеобрезной формат;Текст внутри;Формат открытки;Родитель1;Родитель2;Родитель3;Родитель4;Родитель5
71558f7d-ad91-11e6-80be-ac162d84fef7;51.54.365;Подарочная ручка 'Успехов в делах!';Подарочная ручка 'Успехов в делах!';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.365.jpg;;570;;125;92;184;Оформительская продукция (ОФО);Ручка;2016.12.22;337;1;ручка;металл;блестки в лаке;ручка;Мужская;11х138;есть;малый;ЗАО 'ГК Горчаков';Ручки подарочные;;;
71558f7d-ad91-11e6-80be-ac162d84fef7;51.54.365;Подарочная ручка 'Успехов в делах!';Подарочная ручка 'Успехов в делах!';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.365.jpg;;570;;125;92;184;Оформительская продукция (ОФО);Ручка;2016.12.22;337;1;ручка;металл;блестки в лаке;ручка;Мужская;11х138;есть;малый;ЗАО 'ГК Горчаков';НОВИНКИ;;;
71558f8c-ad91-11e6-80be-ac162d84fef7;51.54.368;Подарочная ручка 'Исполнения желаний!';Подарочная ручка 'Исполнения желаний!';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.368.jpg;;725;;125;92;184;Оформительская продукция (ОФО);Ручка;2016.12.22;337;1;ручка;металл;блестки в лаке;ручка;Женская;7,5х135;есть;малый;ЗАО 'ГК Горчаков';Ручки подарочные;;;
71558f8c-ad91-11e6-80be-ac162d84fef7;51.54.368;Подарочная ручка 'Исполнения желаний!';Подарочная ручка 'Исполнения желаний!';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.368.jpg;;725;;125;92;184;Оформительская продукция (ОФО);Ручка;2016.12.22;337;1;ручка;металл;блестки в лаке;ручка;Женская;7,5х135;есть;малый;ЗАО 'ГК Горчаков';НОВИНКИ;;;
a3c2c8e4-ad92-11e6-80be-ac162d84fef7;51.54.375;Подарочная ручка 'Самой обаятельной';Подарочная ручка 'Самой обаятельной';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.375.jpg;;922;;125;92;184;Оформительская продукция (ОФО);Ручка;2016.12.22;337;1;ручка;металл;блестки в лаке;ручка;Женская;7,5х135;есть;малый;ЗАО 'ГК Горчаков';НОВИНКИ;;;
a3c2c8e4-ad92-11e6-80be-ac162d84fef7;51.54.375;Подарочная ручка 'Самой обаятельной';Подарочная ручка 'Самой обаятельной';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.375.jpg;;922;;125;92;184;Оформительская продукция (ОФО);Ручка;2016.12.22;337;1;ручка;металл;блестки в лаке;ручка;Женская;7,5х135;есть;малый;ЗАО 'ГК Горчаков';Ручки подарочные;;;
a3c2c8e9-ad92-11e6-80be-ac162d84fef7;51.54.376;Подарочная ручка 'Самой чудесной';Подарочная ручка 'Самой чудесной';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.376.jpg;;748;;125;92;184;Оформительская продукция (ОФО);Ручка;2016.12.22;337;1;ручка;металл;блестки в лаке;ручка;Женская;7,5х135;есть;малый;ЗАО 'ГК Горчаков';Ручки подарочные;;;
407ec3c2-abf6-11e6-80be-ac162d84fef7;51.15.323;Виниловый магнит '23 Февраля. С Днем защитника Отечества!';Виниловый магнит '23 Февраля. С Днем защитника Отечества!';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.15.323.jpg;;1350;26,55;21,5;15,8;31,6;Оформительская продукция (ОФО);Магнит;2016.12.12;613;10;магнит;винил;фольга;магнит;День защитника Отечества;97х85;нет;малый;ЗАО 'ГК Горчаков';23 февраля;;;
40a3aa97-f027-11e5-882c-00259035dda9;53.62.021;Сумка-мешок 'Улыбка';Сумка-мешок 'Улыбка';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.62.021.jpg;;796;222,43;244,5;197;394;Оформительская продукция (ОФО);Мешок;2016.10.14;649;1;на шнуре;полиэстер;без отделки;мешок;Школа и детский сад;35х45 см;нет;гигант;ЗАО 'ГК Горчаков';Сумки-мешки;Школа, Детский сад;;
40a3aab3-f027-11e5-882c-00259035dda9;53.62.023;Сумка-мешок 'Тигр';Сумка-мешок 'Тигр';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.62.023.jpg;;860;222,43;244,5;197;394;Оформительская продукция (ОФО);Мешок;2016.10.14;649;1;на шнуре;полиэстер;без отделки;мешок;Школа и детский сад;35х45 см;нет;гигант;ЗАО 'ГК Горчаков';Сумки-мешки;Школа, Детский сад;;
40a3aaa5-f027-11e5-882c-00259035dda9;53.62.022;Сумка-мешок 'Кот';Сумка-мешок 'Кот';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.62.022.jpg;;839;222,43;244,5;197;394;Оформительская продукция (ОФО);Мешок;2016.10.14;649;1;на шнуре;полиэстер;без отделки;мешок;Школа и детский сад;35х45 см;нет;гигант;ЗАО 'ГК Горчаков';Сумки-мешки;;;
39f863d2-f034-11e5-882c-00259035dda9;53.62.024;Сумка-мешок 'Собачка в шляпе';Сумка-мешок 'Собачка в шляпе';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.62.024.jpg;;814;222,43;244,5;197;394;Оформительская продукция (ОФО);Мешок;2016.10.14;649;1;на шнуре;полиэстер;без отделки;мешок;Школа и детский сад;35х45 см;нет;гигант;ЗАО 'ГК Горчаков';Сумки-мешки;;;
39f863ee-f034-11e5-882c-00259035dda9;53.62.026;Сумка-мешок 'Кеды';Сумка-мешок 'Кеды';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.62.026.jpg;;824;222,43;244,5;197;394;Оформительская продукция (ОФО);Мешок;2016.10.14;649;1;не определен;полиэстер;без отделки;мешок;Школа и детский сад;35х45 см;нет;гигант;ЗАО 'ГК Горчаков';Сумки-мешки;;;
39f863e0-f034-11e5-882c-00259035dda9;53.62.025;Сумка-мешок 'Футбол';Сумка-мешок 'Футбол';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.62.025.jpg;;794;222,43;244,5;197;394;Оформительская продукция (ОФО);Мешок;2016.10.14;649;1;на шнуре;полиэстер;без отделки;мешок;Школа и детский сад;35х45 см;нет;гигант;ЗАО 'ГК Горчаков';Сумки-мешки;;;
48c96a26-8fa4-11e6-80be-ac162d84fef7;51.13.588;Виниловый магнит 'Хорошо, когда ты рядом!';Виниловый магнит 'Хорошо, когда ты рядом!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.13.588.jpg;;190;24,19;18,6;13,5;27;Оформительская продукция (ОФО);Магнит;2016.11.07;612;10;магнит;винил;без отделки;магнит;Прочие надписи;97х103,5;нет;малый;ЗАО 'ГК Горчаков';Романтика и любовь;Специальные;;
48c96a26-8fa4-11e6-80be-ac162d84fef7;51.13.588;Виниловый магнит 'Хорошо, когда ты рядом!';Виниловый магнит 'Хорошо, когда ты рядом!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.13.588.jpg;;190;24,19;18,6;13,5;27;Оформительская продукция (ОФО);Магнит;2016.11.07;612;10;магнит;винил;без отделки;магнит;Прочие надписи;97х103,5;нет;малый;ЗАО 'ГК Горчаков';Романтика;Сувенирные;Магниты;
b3b32461-8ecc-11e6-80be-ac162d84fef7;51.13.575;Виниловый магнит 'Моей жене. Люблю за то, что ты такая...';Виниловый магнит 'Моей жене. Люблю за то, что ты такая...';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.13.575.jpg;;1898;26,55;21,5;15,8;31,6;Оформительская продукция (ОФО);Магнит;2016.11.14;613;10;магнит;винил;фольга;магнит;Адресные;81х86;нет;малый;ЗАО 'ГК Горчаков';Имена, адресные;Сувенирные;Магниты;
b3b32461-8ecc-11e6-80be-ac162d84fef7;51.13.575;Виниловый магнит 'Моей жене. Люблю за то, что ты такая...';Виниловый магнит 'Моей жене. Люблю за то, что ты такая...';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.13.575.jpg;;1898;26,55;21,5;15,8;31,6;Оформительская продукция (ОФО);Магнит;2016.11.14;613;10;магнит;винил;фольга;магнит;Адресные;81х86;нет;малый;ЗАО 'ГК Горчаков';Сувенирные;Магниты;Романтика и Любовь;
b3b32461-8ecc-11e6-80be-ac162d84fef7;51.13.575;Виниловый магнит 'Моей жене. Люблю за то, что ты такая...';Виниловый магнит 'Моей жене. Люблю за то, что ты такая...';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.13.575.jpg;;1898;26,55;21,5;15,8;31,6;Оформительская продукция (ОФО);Магнит;2016.11.14;613;10;магнит;винил;фольга;магнит;Адресные;81х86;нет;малый;ЗАО 'ГК Горчаков';Романтика;Сувенирные;Магниты;
c57f702b-9526-11e6-80be-ac162d84fef7;51.13.610;Виниловый магнит 'Для тебя!';Виниловый магнит 'Для тебя!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.13.610.jpg;;430;40,12;26,2;20,4;40,8;Оформительская продукция (ОФО);Магнит;2016.11.14;615;10;дополнительный элемент на скотче;винил;без отделки;магнит;Прочие надписи;88,5х117;нет;малый;ЗАО 'ГК Горчаков';Сувенирные;Магниты;Романтика и Любовь;
00b3329f-63b7-11e2-9095-00259035dda9;52.61.052;Лента 'Гордость нашей компании';Лента 'Гордость нашей компании';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/52/52.61.052.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/52/52.61.052.back.jpg;142;48,97;42,3;36,6;73,2;Оформительская продукция (ОФО);Лента;2013.05.07;620;1;одинарная;шелк, фольга;фольга;лента;Прочие надписи;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';Корпоративная продукция для организаций;;;
b1b247c8-49af-11e2-9095-00259035dda9;52.61.035;Комплект лент для машины 'Едем из роддома';Комплект лент для машины 'Едем из роддома';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/52/52.61.035.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/52/52.61.035.back.jpg;750;82,6;81,5;65,8;131,6;Оформительская продукция (ОФО);Лента;2013.05.17;628;1;комплект;шелк, фольга;фольга;лента;Прочие надписи;длина каждой ленты - 1 м 60 см, ширина - 5 см;нет;лента;ЗАО 'ГК Горчаков';Рождение ребенка;;;
2e61436c-49a4-11e2-9095-00259035dda9;52.61.034;Комплект лент для машины 'Едем из роддома';Комплект лент для машины 'Едем из роддома';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/52/52.61.034.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/52/52.61.034.back.jpg;944;82,6;81,5;65,8;131,6;Оформительская продукция (ОФО);Лента;2013.07.04;628;1;комплект;шелк, фольга;фольга;лента;Прочие надписи;длина каждой ленты - 1 м 60 см, ширина - 5 см;нет;лента;ЗАО 'ГК Горчаков';Рождение ребенка;;;
b1b247d5-49af-11e2-9095-00259035dda9;53.62.012;Браслет 'Выпускница детского сада';Браслет 'Выпускница детского сада';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.62.012.jpg;;312;148,68;163;113,4;226,8;Оформительская продукция (ОФО);Украшение;2013.04.05;644;1;браслет;фатин, атлас;без отделки;аксессуар из текстиля;Детский сад;длина ленты - 65 см, фатин - 13х6 см, бант - 4х14 см;нет;малый;ЗАО 'ГК Горчаков';Выпускной;Школа, Детский сад;;
c3929366-6070-11e5-882c-00259035dda9;53.61.223;Лента 'Выпускник детского сада' (Российская символика);Лента 'Выпускник детского сада' (Российская символика);шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.223.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.223.back.jpg;11915;69,03;60,9;45,3;90,6;Оформительская продукция (ОФО);Лента;2015.10.28;623;1;не определен;шелк;фольга;лента;Выпускной;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';Выпускной;Школа, Детский сад;;
e9df8960-7181-11e0-94ea-003048d2b1c5;53.61.060;Значок 'Лицеист';Значок 'Лицеист';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.060.jpg;;120;24,19;18,6;5;10;Оформительская продукция (ОФО);Значок;2011.06.09;612;10;одинарная;металл;без отделки;значок;Школа общая;d = 38 мм;нет;значок;ЗАО 'ГК Горчаков';1 Сентября;Школа, Детский сад;;
eb69824b-9514-11e5-882c-00259035dda9;51.16.454;Виниловый магнит '8 Марта. Пусть удача улыбается...';Виниловый магнит '8 Марта. Пусть удача улыбается...';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.16.454.jpg;;1000;24,19;18,6;13,5;27;Оформительская продукция (ОФО);Магнит;2015.12.21;612;10;магнит;винил;без отделки;магнит;8 Марта, праздник Весны;103х71;нет;малый;ЗАО 'ГК Горчаков';8 марта;;;
407ec3a4-abf6-11e6-80be-ac162d84fef7;51.15.317;Виниловый магнит 'Богатства, изобилия...';Виниловый магнит 'Богатства, изобилия...';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.15.317.jpg;;2780;26,55;21,5;15,8;31,6;Оформительская продукция (ОФО);Магнит;2016.12.12;613;10;магнит;винил;фольга;магнит;День защитника Отечества;103х71;нет;малый;ЗАО 'ГК Горчаков';НОВИНКИ;;;
407ec3a4-abf6-11e6-80be-ac162d84fef7;51.15.317;Виниловый магнит 'Богатства, изобилия...';Виниловый магнит 'Богатства, изобилия...';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.15.317.jpg;;2780;26,55;21,5;15,8;31,6;Оформительская продукция (ОФО);Магнит;2016.12.12;613;10;магнит;винил;фольга;магнит;День защитника Отечества;103х71;нет;малый;ЗАО 'ГК Горчаков';23 февраля;;;
eb69824b-9514-11e5-882c-00259035dda9;51.16.454;Виниловый магнит '8 Марта. Пусть удача улыбается...';Виниловый магнит '8 Марта. Пусть удача улыбается...';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.16.454.jpg;;1000;24,19;18,6;13,5;27;Оформительская продукция (ОФО);Магнит;2015.12.21;612;10;магнит;винил;без отделки;магнит;8 Марта, праздник Весны;103х71;нет;малый;ЗАО 'ГК Горчаков';8 марта;Специальные;;
407ec3a4-abf6-11e6-80be-ac162d84fef7;51.15.317;Виниловый магнит 'Богатства, изобилия...';Виниловый магнит 'Богатства, изобилия...';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.15.317.jpg;;2780;26,55;21,5;15,8;31,6;Оформительская продукция (ОФО);Магнит;2016.12.12;613;10;магнит;винил;фольга;магнит;День защитника Отечества;103х71;нет;малый;ЗАО 'ГК Горчаков';Поздравления, пожелания;Сувенирные;Магниты;
1f88b3a5-55c7-11e4-8c38-00259035dda9;51.51.888;Виниловый магнит 'Любимому брату. Удачи!';Виниловый магнит 'Любимому брату. Удачи!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.51.888.jpg;;1690;46,61;30,5;21,3;42,6;Оформительская продукция (ОФО);Магнит;2014.11.13;617;10;атласный бант;винил, атласный бант;без отделки;магнит;Родственники мужские;78х109;нет;малый;ЗАО 'ГК Горчаков';23 февраля;;;
1f88b3a5-55c7-11e4-8c38-00259035dda9;51.51.888;Виниловый магнит 'Любимому брату. Удачи!';Виниловый магнит 'Любимому брату. Удачи!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.51.888.jpg;;1690;46,61;30,5;21,3;42,6;Оформительская продукция (ОФО);Магнит;2014.11.13;617;10;атласный бант;винил, атласный бант;без отделки;магнит;Родственники мужские;78х109;нет;малый;ЗАО 'ГК Горчаков';Имена, адресные;Сувенирные;Магниты;
a029fde5-b7a2-11e6-80be-ac162d84fef7;51.16.581;Виниловый магнит 'Самой лучшей на свете!';Виниловый магнит 'Самой лучшей на свете!';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.16.581.jpg;;3540;40,12;26,2;20,4;40,8;Оформительская продукция (ОФО);Магнит;2016.12.19;615;10;доп. элемент;винил;без отделки;магнит;8 Марта, праздник Весны;91х107;нет;малый;ЗАО 'ГК Горчаков';8 марта;;;
a029fde5-b7a2-11e6-80be-ac162d84fef7;51.16.581;Виниловый магнит 'Самой лучшей на свете!';Виниловый магнит 'Самой лучшей на свете!';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.16.581.jpg;;3540;40,12;26,2;20,4;40,8;Оформительская продукция (ОФО);Магнит;2016.12.19;615;10;доп. элемент;винил;без отделки;магнит;8 Марта, праздник Весны;91х107;нет;малый;ЗАО 'ГК Горчаков';Романтика;Сувенирные;Магниты;
c57f7017-9526-11e6-80be-ac162d84fef7;51.13.606;Виниловый магнит 'Все без ума от тебя!';Виниловый магнит 'Все без ума от тебя!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.13.606.jpg;;1640;40,12;26,2;20,4;40,8;Оформительская продукция (ОФО);Магнит;2016.11.14;615;10;дополнительный элемент на скотче;винил;без отделки;магнит;Прочие надписи;89х100;нет;малый;ЗАО 'ГК Горчаков';Сувенирные;Магниты;Романтика и Любовь;
c57f7017-9526-11e6-80be-ac162d84fef7;51.13.606;Виниловый магнит 'Все без ума от тебя!';Виниловый магнит 'Все без ума от тебя!';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.13.606.jpg;;1640;40,12;26,2;20,4;40,8;Оформительская продукция (ОФО);Магнит;2016.11.14;615;10;дополнительный элемент на скотче;винил;без отделки;магнит;Прочие надписи;89х100;нет;малый;ЗАО 'ГК Горчаков';Романтика;Сувенирные;Магниты;
127c9f0b-556c-11e5-882c-00259035dda9;53.51.043;Магнитная азбука;Магнитная азбука;шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.51.043.jpg;;2211;237,77;260,8;202,5;405;Оформительская продукция (ОФО);Магнит;2015.10.05;650;1;магнит;винил;без отделки;магнит;С надписью;219х294;нет;гигант;ЗАО 'ГК Горчаков';Обучающие;Магниты;Школа, Детский сад;
127c9f0b-556c-11e5-882c-00259035dda9;53.51.043;Магнитная азбука;Магнитная азбука;шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.51.043.jpg;;2211;237,77;260,8;202,5;405;Оформительская продукция (ОФО);Магнит;2015.10.05;650;1;магнит;винил;без отделки;магнит;С надписью;219х294;нет;гигант;ЗАО 'ГК Горчаков';Обучающие;Развивающие;Магниты;
c9923b9f-e40d-11e4-9e30-00259035dda9;53.61.191;Лента 'Классный руководитель';Лента 'Классный руководитель';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.191.jpg;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.61.191.back.jpg;2132;48,97;42,3;32,2;64,4;Оформительская продукция (ОФО);Лента;2015.06.10;620;1;не определен;шелк;фольга;лента;Школа, учителя;длина - 1 м 80 см, ширина - 10 см;нет;лента;ЗАО 'ГК Горчаков';Ленты нагрудные;Ленты, текстиль;Школа, Детский сад;
a3c2c8e9-ad92-11e6-80be-ac162d84fef7;51.54.376;Подарочная ручка 'Самой чудесной';Подарочная ручка 'Самой чудесной';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.376.jpg;;748;;125;92;184;Оформительская продукция (ОФО);Ручка;2016.12.22;337;1;ручка;металл;блестки в лаке;ручка;Женская;7,5х135;есть;малый;ЗАО 'ГК Горчаков';НОВИНКИ;;;
a3c2c8f3-ad92-11e6-80be-ac162d84fef7;51.54.378;Лучший подарок 'Царская ручка';Лучший подарок 'Царская ручка';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.378.jpg;;1278;;125;92;184;Оформительская продукция (ОФО);Ручка;2016.12.22;337;1;ручка;металл;блестки в лаке;ручка;Мужская;11х138;есть;малый;ЗАО 'ГК Горчаков';НОВИНКИ;;;
a3c2c8f3-ad92-11e6-80be-ac162d84fef7;51.54.378;Лучший подарок 'Царская ручка';Лучший подарок 'Царская ручка';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.378.jpg;;1278;;125;92;184;Оформительская продукция (ОФО);Ручка;2016.12.22;337;1;ручка;металл;блестки в лаке;ручка;Мужская;11х138;есть;малый;ЗАО 'ГК Горчаков';Ручки подарочные;;;
e62abb96-ad7d-11e6-80be-ac162d84fef7;53.54.005;Подарочная ручка 'Удачи, выпускник!';Подарочная ручка 'Удачи, выпускник!';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.54.005.jpg;;2712;;125;92;184;Оформительская продукция (ОФО);Ручка;2016.12.22;337;1;ручка;металл;блестки в лаке;ручка;Мужская;11х138;есть;малый;ЗАО 'ГК Горчаков';НОВИНКИ;;;
e62abb96-ad7d-11e6-80be-ac162d84fef7;53.54.005;Подарочная ручка 'Удачи, выпускник!';Подарочная ручка 'Удачи, выпускник!';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.54.005.jpg;;2712;;125;92;184;Оформительская продукция (ОФО);Ручка;2016.12.22;337;1;ручка;металл;блестки в лаке;ручка;Мужская;11х138;есть;малый;ЗАО 'ГК Горчаков';Ручки подарочные;;;
71558f87-ad91-11e6-80be-ac162d84fef7;51.54.367;Подарочная ручка 'Для великих мыслей';Подарочная ручка 'Для великих мыслей';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.367.jpg;;840;;125;92;184;Оформительская продукция (ОФО);Ручка;2016.12.22;337;1;ручка;металл;блестки в лаке;ручка;Мужская;11х138;есть;малый;ЗАО 'ГК Горчаков';НОВИНКИ;;;
71558f87-ad91-11e6-80be-ac162d84fef7;51.54.367;Подарочная ручка 'Для великих мыслей';Подарочная ручка 'Для великих мыслей';шт;Оформительская продукция (ОФО);;от 14 до 30 дней;3;ftp://designs:preview@ftp.mirpoz.ru/MP/51/51.54.367.jpg;;840;;125;92;184;Оформительская продукция (ОФО);Ручка;2016.12.22;337;1;ручка;металл;блестки в лаке;ручка;Мужская;11х138;есть;малый;ЗАО 'ГК Горчаков';Ручки подарочные;;;
40a3aa97-f027-11e5-882c-00259035dda9;53.62.021;Сумка-мешок 'Улыбка';Сумка-мешок 'Улыбка';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.62.021.jpg;;796;222,43;244,5;197;394;Оформительская продукция (ОФО);Мешок;2016.10.14;649;1;на шнуре;полиэстер;без отделки;мешок;Школа и детский сад;35х45 см;нет;гигант;ЗАО 'ГК Горчаков';Сумки-мешки;;;
40a3aab3-f027-11e5-882c-00259035dda9;53.62.023;Сумка-мешок 'Тигр';Сумка-мешок 'Тигр';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.62.023.jpg;;860;222,43;244,5;197;394;Оформительская продукция (ОФО);Мешок;2016.10.14;649;1;на шнуре;полиэстер;без отделки;мешок;Школа и детский сад;35х45 см;нет;гигант;ЗАО 'ГК Горчаков';Сумки-мешки;;;
40a3aaa5-f027-11e5-882c-00259035dda9;53.62.022;Сумка-мешок 'Кот';Сумка-мешок 'Кот';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.62.022.jpg;;839;222,43;244,5;197;394;Оформительская продукция (ОФО);Мешок;2016.10.14;649;1;на шнуре;полиэстер;без отделки;мешок;Школа и детский сад;35х45 см;нет;гигант;ЗАО 'ГК Горчаков';Сумки-мешки;Школа, Детский сад;;
39f863d2-f034-11e5-882c-00259035dda9;53.62.024;Сумка-мешок 'Собачка в шляпе';Сумка-мешок 'Собачка в шляпе';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.62.024.jpg;;814;222,43;244,5;197;394;Оформительская продукция (ОФО);Мешок;2016.10.14;649;1;на шнуре;полиэстер;без отделки;мешок;Школа и детский сад;35х45 см;нет;гигант;ЗАО 'ГК Горчаков';Сумки-мешки;Школа, Детский сад;;
39f863ee-f034-11e5-882c-00259035dda9;53.62.026;Сумка-мешок 'Кеды';Сумка-мешок 'Кеды';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.62.026.jpg;;824;222,43;244,5;197;394;Оформительская продукция (ОФО);Мешок;2016.10.14;649;1;не определен;полиэстер;без отделки;мешок;Школа и детский сад;35х45 см;нет;гигант;ЗАО 'ГК Горчаков';Сумки-мешки;Школа, Детский сад;;
39f863e0-f034-11e5-882c-00259035dda9;53.62.025;Сумка-мешок 'Футбол';Сумка-мешок 'Футбол';шт;Оформительская продукция (ОФО);;от 30 дней и более;4;ftp://designs:preview@ftp.mirpoz.ru/MP/53/53.62.025.jpg;;794;222,43;244,5;197;394;Оформительская продукция (ОФО);Мешок;2016.10.14;649;1;на шнуре;полиэстер;без отделки;мешок;Школа и детский сад;35х45 см;нет;гигант;ЗАО 'ГК Горчаков';Сумки-мешки;Школа, Детский сад;;
